genero,jornada,zona,estado_civil,ocupacion,nivel_de_formacion,medio_de_transporte,municipio_direccion,tipo_programa,programa,eps,edad,estrato,semestre_periodo,estrato_imputado,transporte_imputado,edad_imputada,anio_matricula,estado,desercion
Masculino,NOCHE,Urbana,Casado(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),EPS Sura,36,2,1,0,1,0,2015.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,16,2,2,1,1,0,2020.0,Inactivo,0
Masculino,DIURNA,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Sin registro,24,3,2,0,0,0,2017.0,Graduado,0
Femenino,NOCHE,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,CURSO EXTENSIÓN EXCEL,Sin registro,61,3,1,1,1,0,2019.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante superior,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Savia Salud,18,3,2,0,0,0,2020.0,Inactivo,0
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,EPS Sura,31,2,1,0,1,0,2022.0,Activo,0
Masculino,NOCHE,Rural,Soltero(a),Estudiante básica,Media,Transporte público,Envigado,Tecnico Laboral,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,Suramericana,20,2,1,0,0,0,2021.0,Activo,0
Masculino,NOCHE,Urbana,Casado(a),Independiente,Media,Moto,Envigado,Tecnico Laboral,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),EPS Sura,35,3,1,0,0,0,2019.0,Sancionado,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante superior,Sin registro,Transporte público,Medellín,Media Tecnica,MEDIA TÉCNICA MERCADEO Y VENTAS,EPS Sura,16,4,1,0,0,0,2021.0,Cancelado,1
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,37,2,2,0,0,0,2015.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,3,2,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Casado(a),Empleado,Media,A pie,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,43,3,2,0,0,0,2015.0,Graduado,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,3,2,0,0,0,2020.0,Inactivo,0
Masculino,DIURNA,Urbana,Soltero(a),Independiente,Media,Transporte público,Medellín,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Sin registro,45,5,2,0,1,0,2016.0,Inactivo,1
Femenino,NOCHE,Rural,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,SISBEN,26,2,2,0,0,0,2019.0,Inactivo,1
Masculino,DIURNA,Rural,Soltero(a),Desempleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),Nueva Promotora de Salud - Nueva EPS,21,3,2,0,0,0,2017.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Salud Total EPS,16,2,2,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,33,2,1,0,0,0,2016.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,A pie,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,SISBEN,30,3,1,0,0,0,2016.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Automóvil,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,3,2,0,0,0,2020.0,Inactivo,0
Femenino,MEDIA TÉCNICA,Rural,Sin registro,Sin registro,Sin registro,Transporte público,Bello,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,1,2,0,0,0,2020.0,Inactivo,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Itagui,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,14,3,2,0,0,0,2021.0,Inactivo,0
Femenino,NOCHE,Urbana,Casado(a),Estudiante superior,Pregrado,Transporte público,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,Cafesalud  EPS,29,3,1,0,1,0,2015.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana - rural,Soltero(a),Estudiante básica,Básica secundaria,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,18,3,2,0,0,0,2021.0,Inactivo,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Itagui,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,18,3,2,0,0,0,2021.0,Inactivo,0
Masculino,DIURNA,Urbana,Casado(a),Empleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),EPS Sura,36,3,1,0,0,0,2017.0,Graduado,0
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Extension,EXTENSIÓN - BIOSEGURIDAD,Sin registro,23,2,2,1,1,0,2020.0,Activo,0
Masculino,DIURNA,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),Policía Nacional,46,3,2,0,1,0,2015.0,Graduado,0
Masculino,DIURNA,Urbana - rural,Soltero(a),Estudiante superior,Media,Moto,Medellín,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,20,3,2,0,0,0,2018.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Independiente,Media,Transporte público,Envigado,Tecnico Laboral,18T-TÉCNICO LABORAL EN GASTRONOMÍA,EPS Sura,26,2,1,0,0,1,2021.0,Activo,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Bicicleta,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Nueva Promotora de Salud - Nueva EPS,20,2,2,0,0,0,2020.0,Cancelado,1
Masculino,DIURNA,Urbana,Soltero(a),Empleado,Media,A pie,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),Cruz Blanca  EPS,23,3,2,0,0,0,2018.0,Inactivo,1
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,EXTENSIÓN - BIOSEGURIDAD,Sin registro,51,3,2,1,1,0,2020.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),Coomeva EPS,24,3,2,0,0,0,2018.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Medellín,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,24,3,1,0,0,0,2019.0,Inactivo,1
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,15,2,2,0,0,0,2021.0,Inactivo,0
Femenino,NOCHE,Urbana,Casado(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL,Asociación Mutual La Esperanza,38,3,1,0,0,0,2018.0,Graduado,0
Femenino,NOCHE,Urbana,Unión libre,Estudiante superior,Media,Otro,Envigado,Tecnico Laboral,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,Salud Total EPS,39,3,1,0,0,0,2019.0,Graduado,0
Femenino,NOCHE,Urbana - rural,Casado(a),Estudiante superior,Básica secundaria,A pie,Envigado,Tecnico Laboral,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,EPS Sura,34,2,1,0,0,0,2021.0,Activo,0
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),Saludcoop EPS  Organismo Cooperativo,23,2,2,0,0,0,2017.0,Graduado,0
Femenino,DIURNA,Urbana,Soltero(a),Estudiante básica,Básica secundaria,A pie,Envigado,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),EPS Sura,22,2,1,0,0,0,2017.0,Graduado,0
Femenino,DIURNA,Urbana,Soltero(a),Empleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,Coomeva EPS,37,2,1,0,0,0,2016.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),EPS Sura,28,2,1,0,0,0,2019.0,Graduado,0
Masculino,MEDIA TÉCNICA,Rural,Soltero(a),Estudiante básica,Media,A pie,Medellín,Media Tecnica,MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS,Salud Total EPS,20,2,1,0,0,0,2018.0,Desertor,1
Masculino,NOCHE,Rural,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ,Nueva Promotora de Salud - Nueva EPS,22,2,2,0,0,0,2019.0,Inactivo,1
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,Sin registro,57,2,1,0,1,0,2016.0,Graduado,0
Femenino,MEDIA TÉCNICA,Urbana,Sin registro,Estudiante básica,Sin registro,A pie,Medellín,Media Tecnica,MEDIA TECNICA MARKETING DIGITAL,EPS Sura,16,3,1,0,0,0,2021.0,Cancelado,1
Femenino,NOCHE,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Sin registro,Extension,CURSO EXTENSION PARRILLA Y MARIDAJE,Sin registro,37,3,2,1,1,0,2017.0,Activo,0
Femenino,MEDIA TÉCNICA,Rural,Soltero(a),Estudiante básica,Básica secundaria,Transporte público,Medellín,Media Tecnica,PROYECTOS FORMATIVOS MEDIA TECNICA,EPS Sura,19,3,2,0,0,0,2019.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TECNICA TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,Sin registro,21,3,1,1,1,0,2016.0,Inactivo,1
Masculino,NOCHE,Urbana,Casado(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),EPS Sura,50,2,1,0,0,0,2020.0,Graduado,0
Masculino,DIURNA,Urbana,Unión libre,Independiente,Básica secundaria,Moto,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,35,3,2,0,0,0,2016.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),No afiliado a EPS,26,2,2,0,0,0,2021.0,Inactivo,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,15,3,2,0,0,0,2021.0,Activo,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,15,3,2,0,0,0,2021.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Desempleado,Media,Transporte público,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),Sin registro,29,3,2,0,0,0,2017.0,Inactivo,1
Masculino,DIURNA,Urbana,Separado(a),Estudiante básica,Media,Moto,Medellín,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Cafesalud  EPS,23,3,2,0,0,0,2018.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Coomeva EPS,22,3,1,0,0,0,2016.0,Inactivo,1
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Salud Total EPS,15,3,2,0,0,0,2021.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),SISBEN,21,2,1,0,0,0,2018.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Pregrado,Transporte público,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,Coomeva EPS,45,5,2,0,1,0,2015.0,Cancelado,1
Masculino,NOCHE,Urbana,Unión libre,Sin registro,Media,Transporte público,Medellín,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,54,3,2,0,1,0,2015.0,Graduado,0
Masculino,NOCHE,Urbana,Casado(a),Empleado,Básica secundaria,Moto,Medellín,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,31,3,2,0,0,0,2017.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Moto,Envigado,Tecnico Laboral,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,Sin registro,19,3,1,0,0,0,2021.0,Activo,0
Masculino,MEDIA TÉCNICA,Urbana,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Media Tecnica,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,16,2,1,0,0,0,2021.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Desempleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,SISBEN,18,3,2,0,0,0,2021.0,Inactivo,0
Femenino,NOCHE,Urbana,Casado(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL,EPS Sura,59,3,2,0,0,0,2018.0,Cancelado,1
Masculino,NOCHE,Sin registro,Sin registro,Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Salud Total EPS,20,2,1,0,0,0,2020.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Itagui,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),Sin registro,38,3,2,0,1,0,2014.0,Inactivo,1
Femenino,DIURNA,Urbana,Divorciado(a),Independiente,Sin registro,Moto,Envigado,Tecnico Laboral,18T-TÉCNICO LABORAL EN GASTRONOMÍA,EPS Sura,43,2,1,0,0,0,2022.0,Activo,0
Femenino,DIURNA,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,46,2,1,0,0,0,2020.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Itagui,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,Sin registro,25,2,1,0,1,0,2014.0,Graduado,0
Femenino,DIURNA,Urbana,Soltero(a),Desempleado,Pregrado,Moto,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,SISBEN,29,3,1,0,0,0,2016.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Básica secundaria,Transporte público,Sabaneta,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,22,2,2,0,0,0,2016.0,Inactivo,1
Femenino,NOCHE,Urbana,Separado(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,TÉCNICO LABORAL EN MESA Y BAR,Coomeva EPS,61,3,2,0,1,0,2016.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Rural,Soltero(a),Estudiante básica,Sin registro,Transporte público,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,2,2,0,0,0,2020.0,Cancelado,1
Masculino,DIURNA,Urbana,Casado(a),Independiente,Media,Moto,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),EPS Sura,28,2,2,0,0,0,2017.0,Graduado,0
Masculino,NOCHE,Urbana,Casado(a),Desempleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),EPS Sura,50,3,1,0,0,0,2016.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,COOSALUD EPS,15,1,2,0,0,0,2021.0,Inactivo,0
Masculino,NOCHE,Urbana,Casado(a),Empleado,Pregrado,Moto,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,51,3,2,0,0,0,2017.0,Cancelado,1
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,29,4,2,0,1,0,2016.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Independiente,Media,Bicicleta,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),EPS Sura,21,2,1,0,0,0,2020.0,Cancelado,1
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,Sin registro,25,2,1,0,1,0,2017.0,Sancionado,1
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),Sin registro,32,2,2,0,1,0,2016.0,Inactivo,1
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Extension,EXTENSIÓN - BIOSEGURIDAD,Sin registro,30,2,2,1,1,0,2020.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Desempleado,Media,A pie,Envigado,Tecnico Laboral,16T-TÉCNICO LABORAL EN ELECTRICISTA,Nueva Promotora de Salud - Nueva EPS,27,4,1,0,0,0,2022.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Básica secundaria,Bicicleta,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),Nueva Promotora de Salud - Nueva EPS,27,3,2,0,0,0,2016.0,Sancionado,1
Masculino,NOCHE,Urbana,Unión libre,Independiente,Media,Moto,Medellín,Tecnico Laboral,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),SISBEN,29,1,1,0,0,0,2019.0,Inactivo,1
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,Sin registro,56,2,2,1,1,0,2020.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Básica secundaria,A pie,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Policía Nacional,19,3,1,0,0,0,2020.0,Sancionado,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),EPS Sura,27,4,2,0,0,0,2016.0,Inactivo,1
Femenino,DIURNA,Urbana,Soltero(a),Independiente,Media,A pie,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),SISBEN,19,3,1,0,0,0,2020.0,Graduado,0
Masculino,NOCHE,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,CURSO EXTENSIÓN EXCEL,Sin registro,55,3,1,1,1,0,2019.0,Inactivo,1
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Medellín,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,EPS Sura,28,6,1,0,1,0,2015.0,Inactivo,1
Femenino,DIURNA,Urbana,Casado(a),Desempleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,EPS Sura,62,1,1,0,0,0,2022.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Moto,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),Susalud,33,1,2,0,0,0,2016.0,Graduado,0
Masculino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA MERCADEO Y VENTAS,Sin registro,17,3,1,1,1,0,2019.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Desempleado,Media,Transporte público,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,16,3,1,0,0,0,2022.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Pregrado,Transporte público,Medellín,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,33,2,2,0,1,0,2015.0,Graduado,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Automóvil,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,3,2,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Unión libre,Empleado,Media,Moto,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),EPS Sura,31,3,2,0,0,0,2016.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),Sin registro,35,2,1,0,0,0,2017.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Básica secundaria,A pie,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,20,3,1,0,0,0,2020.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,18,2,1,0,0,0,2020.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Sin registro,Básica secundaria,Transporte público,Itagui,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),Coomeva EPS,24,3,1,0,0,0,2016.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,SISBEN,21,2,2,0,0,0,2018.0,Graduado,0
Femenino,NOCHE,Rural,Soltero(a),Estudiante básica,Media,Transporte público,Envigado,Tecnico Laboral,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,Savia Salud,18,2,1,0,1,0,2022.0,Activo,0
Femenino,NOCHE,Rural,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,14T-TÉCNICO LABORAL EN CONTABILIDAD,EPS Sura,19,3,2,0,0,0,2021.0,Inactivo,0
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Postgrado,Transporte público,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),EPS Sura,35,2,2,0,0,0,2017.0,Graduado,0
